"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","@SpiritAirlines is canceling a flight to LA bc of <U+2614><U+FE0F><U+26A1><U+FE0F>? Now they offer a new flight on Thursday! Worst #customerservice!",FALSE,0,"SpiritAirlines",2017-04-04 23:34:25,FALSE,NA,"849404823900389378","21964954","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","G_Pitalua",0,FALSE,FALSE,NA,NA
"2","If you ever need to contact @SpiritAirlines don't bother. It's virtually impossible. They admit to giving little, but not NO help if needed.",FALSE,0,NA,2017-04-04 23:24:10,FALSE,NA,"849402240918007808",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JustinSmith1087",0,FALSE,FALSE,NA,NA
"3","@SpiritAirlines supposed to have landed at 1400.. still in myrtle beach at 1840.... this is ridiculous",FALSE,0,"SpiritAirlines",2017-04-04 22:40:32,FALSE,NA,"849391260901281792","21964954","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","imthechristine",0,FALSE,FALSE,NA,NA
"4","@SpiritAirlines hi, probably get this all the time but when will you be releasing your xmas schedule please?",FALSE,0,"SpiritAirlines",2017-04-04 22:30:36,FALSE,NA,"849388761305755648","21964954","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","andywalters1976",0,FALSE,FALSE,NA,NA
"5","@barbiexoxo @SpiritAirlines 
Well the offer would've been nice and the option to make my own accommodations would've been fine. Just my take",FALSE,1,"barbiexoxo",2017-04-04 22:29:59,FALSE,"849381014124335106","849388606879916032","15744656","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Liberated_Woman",0,FALSE,FALSE,NA,NA
"6","@SpiritAirlines flight was delayed 4+ hours and then a flight attendant went missing. Total inconvenience",FALSE,0,"SpiritAirlines",2017-04-04 22:20:21,FALSE,NA,"849386184640012288","21964954","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","imthechristine",0,FALSE,FALSE,NA,NA
"7","@SpiritAirlines  robbed me $55 because our bag was 7 pounds over weight",FALSE,0,"SpiritAirlines",2017-04-04 22:13:21,FALSE,NA,"849384423304957952","21964954","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AlexisMcGuffin",0,FALSE,FALSE,NA,NA
"8","Can @SpiritAirlines #suck any worse? Under seat bags can only be 8” high—Just under 90% of under seat bags. #travel #airlines #worstairline",FALSE,2,NA,2017-04-04 22:10:11,FALSE,NA,"849383622725570560",NA,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","loosethekraken",0,FALSE,FALSE,NA,NA
"9","I'm announcing my airline free agency for 2018. Open to all credit card or status offers @united @Delta @AmericanAir @SpiritAirlines (jk)",FALSE,2,NA,2017-04-04 22:00:10,FALSE,NA,"849381104272461824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pennebaker",0,FALSE,FALSE,NA,NA
"10","@Liberated_Woman @SpiritAirlines Yes they could do that but they not giving you hotel $$",FALSE,0,"Liberated_Woman",2017-04-04 21:59:49,FALSE,"849380868380659714","849381014124335106","1650839040","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","barbiexoxo",0,FALSE,FALSE,NA,NA
"11","@barbiexoxo @SpiritAirlines not even to offer a guaranteed flight on a different day? Amazing.",FALSE,0,"barbiexoxo",2017-04-04 21:59:14,FALSE,"849359451723313152","849380868380659714","15744656","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Liberated_Woman",0,FALSE,FALSE,NA,NA
"12","PSA: don't ride @SpiritAirlines they got the worst employees
@BWI_Airport fire these workers
It's sad to say that @Delta is probably better",FALSE,0,NA,2017-04-04 21:56:08,FALSE,NA,"849380088990887937",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AlexDoesWhat",0,FALSE,FALSE,NA,NA
"13","@FlyFrontier charging me an extra $260 at the gate because your tix counter person didn't warn me is entrapment. You &amp; @SpiritAirlines suck!",FALSE,0,"FlyFrontier",2017-04-04 21:54:45,FALSE,NA,"849379739429212160","14172570","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Tucker_Carlson",0,FALSE,FALSE,NA,NA
"14","#FamilyTravel Without Breaking The Bank! Get #MoreGo from @SpiritAirlines. #sponsored https://t.co/hAfzJKqFLA #TravelTuesday",FALSE,2,NA,2017-04-04 21:52:19,FALSE,NA,"849379130105896961",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","IrkedMommy",0,FALSE,FALSE,NA,NA
"15","First @SpiritAirlines experience and the fact that bag fees exceed ticket price is reason enough for it to be my last as well.",FALSE,0,NA,2017-04-04 21:47:14,FALSE,NA,"849377849236738049",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","triceraHOPS",0,FALSE,FALSE,NA,NA
"16","@SpiritAirlines That would be great if your booking page was working! <ed><U+00A0><U+00BD><ed><U+00B2><U+0081>",FALSE,1,"SpiritAirlines",2017-04-04 21:34:54,FALSE,"849293604153692164","849374746001235974","21964954","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jvarg81",0,FALSE,FALSE,NA,NA
"17","@SpiritAirlines ""You've won 50% off a Tuesday flight!""
Also @SpiritAirlines ""You booked a cheap flight, so instead of 50%, here's $0.01 off""",FALSE,0,"SpiritAirlines",2017-04-04 21:23:16,FALSE,NA,"849371815441039360","21964954","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SrhJhnsn89",0,FALSE,FALSE,NA,NA
"18","@SpiritAirlines is the new lost in translation movie starring me https://t.co/JUp5dLB90z",FALSE,0,"SpiritAirlines",2017-04-04 21:12:25,FALSE,NA,"849369084877832192","21964954","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShortSaleKings",0,FALSE,FALSE,NA,NA
"19","@CAPA_Aviation Executive Chairman @p_harbison and @SpiritAirlines CEO Bob Fornaro at the #CAPASummit https://t.co/mvPxK3HN4i",FALSE,2,"CAPA_Aviation",2017-04-04 21:07:40,FALSE,NA,"849367891237638149","47559158","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CAPA_Aviation",1,FALSE,FALSE,NA,NA
"20","@SpiritAirlines Spirit is thisclose to using refurbished school bus seats with no seatbelts. All that's missing is the old gum underneath.",FALSE,0,"SpiritAirlines",2017-04-04 21:05:21,FALSE,NA,"849367307960844295","21964954","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MattyFi",0,FALSE,FALSE,NA,NA
"21","@SpiritAirlines I wonder if hope will make me go insane if this flight doesn't leave today? #hope #spiritairlines… https://t.co/arjGNC1ycK",FALSE,0,"SpiritAirlines",2017-04-04 21:05:19,TRUE,NA,"849367299077410817","21964954","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShortSaleKings",0,FALSE,FALSE,NA,NA
"22","@SpiritAirlines @AmericanAir @Fly_Norwegian @SpringAir9C at the #CAPASummit Airline Leader panel https://t.co/QTIWvL19yl",FALSE,0,"SpiritAirlines",2017-04-04 21:03:52,FALSE,NA,"849366936618139652","21964954","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CAPA_Aviation",0,FALSE,FALSE,NA,NA
"23","Fly CAK to Myrtle Beach with fares starting at $38.20 one-way aboard @SpiritAirlines! Book before midnight tonight!… https://t.co/wYvemXriZz",FALSE,1,NA,2017-04-04 20:45:01,TRUE,NA,"849362190352220161",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","CAKairport",0,FALSE,FALSE,NA,NA
"24","@Liberated_Woman @SpiritAirlines If it's an act of God they are not responsible",FALSE,0,"Liberated_Woman",2017-04-04 20:34:08,FALSE,"848978956216913920","849359451723313152","1650839040","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","barbiexoxo",0,FALSE,FALSE,NA,NA
"25","Ultra low fares from CAK to Orlando starting at $43.19 one-way aboard @SpiritAirlines if you book before midnight!… https://t.co/t9VEOGR5XH",FALSE,0,NA,2017-04-04 20:30:01,TRUE,NA,"849358414904012801",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","CAKairport",0,FALSE,FALSE,NA,NA
"26",".@SpiritAirlines lost a customer. Canceled/rescheduled my flight to next day without any accommodation help in NYC! Cust. service hung up",FALSE,2,NA,2017-04-04 20:26:45,FALSE,NA,"849357594150023168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheSocial_Jones",1,FALSE,FALSE,NA,NA
"27","I think I might hop on another airline @SpiritAirlines #stunt #home if this doesn't work I don't know how to get ho… https://t.co/GCP3lJYJ5w",FALSE,0,NA,2017-04-04 20:25:56,TRUE,NA,"849357388234838016",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShortSaleKings",0,FALSE,FALSE,NA,NA
"28","@SpiritAirlines is a nightmare",FALSE,0,"SpiritAirlines",2017-04-04 20:16:35,FALSE,NA,"849355035691675653","21964954","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sophiugh",0,FALSE,FALSE,NA,NA
"29","@SpiritAirlines what's up? Can I go home today?should I buy a house in Florida and start looking for a job?… https://t.co/rWPQmTmNgd",FALSE,0,"SpiritAirlines",2017-04-04 20:13:42,TRUE,NA,"849354310106349577","21964954","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShortSaleKings",0,FALSE,FALSE,NA,NA
"30","Those this scene looks familiar? @SpiritAirlines #breakfastclub #shame #airplanes #customerservice https://t.co/nqyS8s2UTL",FALSE,0,NA,2017-04-04 20:03:16,FALSE,NA,"849351682895032322",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShortSaleKings",0,FALSE,FALSE,NA,NA
"31","Nonstop flights to Vegas from CAK starting at $59.19 each way aboard @SpiritAirlines if you book before midnight!… https://t.co/8xOpiMqOpW",FALSE,0,NA,2017-04-04 20:00:03,TRUE,NA,"849350873780174848",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","CAKairport",1,FALSE,FALSE,NA,NA
"32","I don't smoke,but can I start smoking now? @SpiritAirlines #stress https://t.co/1CkBDdH0Do",FALSE,0,NA,2017-04-04 19:58:40,FALSE,NA,"849350528064786432",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShortSaleKings",0,FALSE,FALSE,NA,NA
"33","I want to go back 2 the future so that I can change airlines @SpiritAirlines I just trying to get home like all the… https://t.co/TkL7qVrdej",FALSE,0,NA,2017-04-04 19:50:17,TRUE,NA,"849348418141122560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShortSaleKings",0,FALSE,FALSE,NA,NA
"34","Wishing I can give @SpiritAirlines the pep talk. You can do it,get passengers to there destinations. #faith… https://t.co/pXAUFFd8P1",FALSE,0,NA,2017-04-04 19:44:38,TRUE,NA,"849346994975907840",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShortSaleKings",0,FALSE,FALSE,NA,NA
"35","@mamieblessing @SpiritAirlines Yeah....",FALSE,1,"mamieblessing",2017-04-04 19:42:10,FALSE,"848967228968116224","849346373426311169","3809008995","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pamelab9",0,FALSE,FALSE,NA,NA
"36","I think the next delay excuse will be the earths gravitational pull. @SpiritAirlines I am afraid f the future. https://t.co/GVhY8Rr5jN",FALSE,0,NA,2017-04-04 19:40:48,FALSE,NA,"849346028880973824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShortSaleKings",0,FALSE,FALSE,NA,NA
"37","I flew with @SpiritAirlines for Las Vegas and it was the worst decision ever. #MoreGo but it should be #MoreWait. Takes an hour to dock.",FALSE,0,NA,2017-04-04 19:36:52,FALSE,NA,"849345042556891137",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KarlMcmanus1",0,FALSE,FALSE,NA,NA
"38","@SpiritAirlines The vouchers are 22841811401100001 and 22841826168600001. The name on the vouchers is supposed to b… https://t.co/yvLkbHAfHM",FALSE,0,"SpiritAirlines",2017-04-04 19:32:35,TRUE,"849343334665641985","849343964385882119","21964954","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PictureJ",0,FALSE,FALSE,NA,NA
"39","Only @SpiritAirlines could cancel your 2 fights, fly you into the wrong airport, and then manage to screw up your vouchers. Good job! <ed><U+00A0><U+00BD><ed><U+00B1><U+008D>",FALSE,1,NA,2017-04-04 19:25:47,FALSE,NA,"849342250756820993",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PictureJ",0,FALSE,FALSE,NA,NA
"40","This is me looking at the @SpiritAirlines delayed again! #airport #travel #hostage #captive https://t.co/GBDAtIETMm",FALSE,0,NA,2017-04-04 19:22:09,FALSE,NA,"849341336604078081",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShortSaleKings",0,FALSE,FALSE,NA,NA
"41","@haroldsmith3rd @Netsecrex @SpiritAirlines with Spirit, i would not be shocked if their frontend was that bad. Thes… https://t.co/XMhgKqqMZK",FALSE,0,"haroldsmith3rd",2017-04-04 19:19:15,TRUE,"849049659708407808","849340606082154496","377560924","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BranndonEPike",0,FALSE,FALSE,NA,NA
"42","@SpiritAirlines one again delwayed again! I WILL NEVER BOOK WITH SPIRIT AGAIN.",FALSE,0,"SpiritAirlines",2017-04-04 19:12:28,FALSE,NA,"849338900137037824","21964954","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","emmablunts_",0,FALSE,FALSE,NA,NA
"43","@SpiritAirlines 3rd flight delayed from FLL 2 Baltimore.i been here since yesterday.Can I go home please?I'm asking nicely.#captive #hostage",FALSE,0,"SpiritAirlines",2017-04-04 19:03:02,FALSE,NA,"849336528354639873","21964954","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShortSaleKings",0,FALSE,FALSE,NA,NA
"44","I used the word captive/hostage and tweeter did not approve the message.i guess freedom of speech doesn't apply. @SpiritAirlines",FALSE,0,NA,2017-04-04 19:01:09,FALSE,NA,"849336053475536896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShortSaleKings",1,FALSE,FALSE,NA,NA
